dt,zo,zd,h,n,days,rate_per_hour
mon_wed,14,2,19,59,24,2.458333
mon_wed,14,2,20,73,24,3.041667
mon_wed,14,2,21,33,24,1.375
mon_wed,14,2,22,29,24,1.208333
mon_wed,14,2,23,45,24,1.875
mon_wed,14,3,0,47,24,1.958333
mon_wed,14,3,1,36,24,1.5
mon_wed,14,3,2,20,24,0.833333
mon_wed,14,3,3,8,24,0.333333
mon_wed,14,3,4,5,24,0.208333
mon_wed,14,3,5,33,24,1.375
mon_wed,14,3,6,50,24,2.083333
mon_wed,14,3,7,57,24,2.375
mon_wed,14,3,8,58,24,2.416667
mon_wed,14,3,9,63,24,2.625
mon_wed,14,3,10,62,24,2.583333
mon_wed,14,3,11,64,24,2.666667
mon_wed,14,3,12,81,24,3.375
mon_wed,14,3,13,76,24,3.166667
mon_wed,14,3,14,59,24,2.458333
mon_wed,14,3,15,97,24,4.041667
mon_wed,14,3,16,121,24,5.041667
mon_wed,14,3,17,123,24,5.125
mon_wed,14,3,18,96,24,4.0
mon_wed,14,3,19,98,24,4.083333
mon_wed,14,3,20,92,24,3.833333
mon_wed,14,3,21,96,24,4.0
mon_wed,14,3,22,64,24,2.666667
mon_wed,14,3,23,60,24,2.5
mon_wed,14,4,0,45,24,1.875
mon_wed,14,4,1,36,24,1.5
mon_wed,14,4,2,25,24,1.041667
mon_wed,14,4,3,10,24,0.416667
mon_wed,14,4,4,44,24,1.833333
mon_wed,14,4,5,29,24,1.208333
mon_wed,14,4,6,53,24,2.208333
mon_wed,14,4,7,103,24,4.291667
mon_wed,14,4,8,132,24,5.5
mon_wed,14,4,9,161,24,6.708333
mon_wed,14,4,10,127,24,5.291667
mon_wed,14,4,11,134,24,5.583333
mon_wed,14,4,12,112,24,4.666667
mon_wed,14,4,13,115,24,4.791667
mon_wed,14,4,14,112,24,4.666667
mon_wed,14,4,15,116,24,4.833333
mon_wed,14,4,16,187,24,7.791667
mon_wed,14,4,17,201,24,8.375
mon_wed,14,4,18,130,24,5.416667
mon_wed,14,4,19,110,24,4.583333
mon_wed,14,4,20,105,24,4.375
mon_wed,14,4,21,69,24,2.875
mon_wed,14,4,22,68,24,2.833333
mon_wed,14,4,23,69,24,2.875
mon_wed,14,5,0,73,24,3.041667
mon_wed,14,5,1,37,24,1.541667
mon_wed,14,5,2,22,24,0.916667
mon_wed,14,5,3,20,24,0.833333
mon_wed,14,5,4,45,24,1.875
mon_wed,14,5,5,118,24,4.916667
mon_wed,14,5,6,128,24,5.333333
mon_wed,14,5,7,232,24,9.666667
mon_wed,14,5,8,299,24,12.458333
mon_wed,14,5,9,243,24,10.125
mon_wed,14,5,10,223,24,9.291667
mon_wed,14,5,11,263,24,10.958333
mon_wed,14,5,12,227,24,9.458333
mon_wed,14,5,13,257,24,10.708333
mon_wed,14,5,14,298,24,12.416667
mon_wed,14,5,15,271,24,11.291667
mon_wed,14,5,16,297,24,12.375
mon_wed,14,5,17,388,24,16.166667
mon_wed,14,5,18,374,24,15.583333
mon_wed,14,5,19,346,24,14.416667
mon_wed,14,5,20,255,24,10.625
mon_wed,14,5,21,201,24,8.375
mon_wed,14,5,22,131,24,5.458333
mon_wed,14,5,23,88,24,3.666667
mon_wed,14,6,0,141,24,5.875
mon_wed,14,6,1,86,24,3.583333
mon_wed,14,6,2,46,24,1.916667
mon_wed,14,6,3,47,24,1.958333
mon_wed,14,6,4,101,24,4.208333
mon_wed,14,6,5,176,24,7.333333
mon_wed,14,6,6,454,24,18.916667
mon_wed,14,6,7,694,24,28.916667
mon_wed,14,6,8,882,24,36.75
mon_wed,14,6,9,636,24,26.5
mon_wed,14,6,10,516,24,21.5
mon_wed,14,6,11,540,24,22.5
mon_wed,14,6,12,498,24,20.75
mon_wed,14,6,13,518,24,21.583333
mon_wed,14,6,14,623,24,25.958333
mon_wed,14,6,15,695,24,28.958333
mon_wed,14,6,16,735,24,30.625
mon_wed,14,6,17,909,24,37.875
mon_wed,14,6,18,898,24,37.416667
mon_wed,14,6,19,748,24,31.166667
mon_wed,14,6,20,458,24,19.083333
mon_wed,14,6,21,377,24,15.708333
mon_wed,14,6,22,311,24,12.958333
mon_wed,14,6,23,219,24,9.125
mon_wed,14,7,0,239,24,9.958333
mon_wed,14,7,1,163,24,6.791667
mon_wed,14,7,2,107,24,4.458333
mon_wed,14,7,3,74,24,3.083333
mon_wed,14,7,4,80,24,3.333333
mon_wed,14,7,5,68,24,2.833333
mon_wed,14,7,6,121,24,5.041667
mon_wed,14,7,7,175,24,7.291667
mon_wed,14,7,8,199,24,8.291667
mon_wed,14,7,9,198,24,8.25
mon_wed,14,7,10,237,24,9.875
mon_wed,14,7,11,255,24,10.625
mon_wed,14,7,12,215,24,8.958333
mon_wed,14,7,13,293,24,12.208333
mon_wed,14,7,14,326,24,13.583333
mon_wed,14,7,15,335,24,13.958333
mon_wed,14,7,16,371,24,15.458333
mon_wed,14,7,17,377,24,15.708333
mon_wed,14,7,18,377,24,15.708333
mon_wed,14,7,19,292,24,12.166667
mon_wed,14,7,20,285,24,11.875
mon_wed,14,7,21,283,24,11.791667
mon_wed,14,7,22,279,24,11.625
mon_wed,14,7,23,324,24,13.5
mon_wed,14,8,0,29,24,1.208333
mon_wed,14,8,1,13,24,0.541667
mon_wed,14,8,2,8,24,0.333333
mon_wed,14,8,3,4,24,0.166667
mon_wed,14,8,4,25,24,1.041667
mon_wed,14,8,5,47,24,1.958333
mon_wed,14,8,6,65,24,2.708333
mon_wed,14,8,7,62,24,2.583333
mon_wed,14,8,8,34,24,1.416667
mon_wed,14,8,9,43,24,1.791667
mon_wed,14,8,10,32,24,1.333333
mon_wed,14,8,11,40,24,1.666667
mon_wed,14,8,12,33,24,1.375
mon_wed,14,8,13,43,24,1.791667
mon_wed,14,8,14,42,24,1.75
mon_wed,14,8,15,68,24,2.833333
mon_wed,14,8,16,80,24,3.333333
mon_wed,14,8,17,107,24,4.458333
mon_wed,14,8,18,144,24,6.0
mon_wed,14,8,19,122,24,5.083333
mon_wed,14,8,20,96,24,4.0
mon_wed,14,8,21,59,24,2.458333
mon_wed,14,8,22,57,24,2.375
mon_wed,14,8,23,30,24,1.25
mon_wed,14,9,0,265,24,11.041667
mon_wed,14,9,1,126,24,5.25
mon_wed,14,9,2,118,24,4.916667
mon_wed,14,9,3,74,24,3.083333
mon_wed,14,9,4,81,24,3.375
mon_wed,14,9,5,157,24,6.541667
mon_wed,14,9,6,383,24,15.958333
mon_wed,14,9,7,611,24,25.458333
mon_wed,14,9,8,751,24,31.291667
mon_wed,14,9,9,636,24,26.5
mon_wed,14,9,10,621,24,25.875
mon_wed,14,9,11,541,24,22.541667
mon_wed,14,9,12,552,24,23.0
mon_wed,14,9,13,558,24,23.25
mon_wed,14,9,14,757,24,31.541667
mon_wed,14,9,15,698,24,29.083333
mon_wed,14,9,16,711,24,29.625
mon_wed,14,9,17,685,24,28.541667
mon_wed,14,9,18,600,24,25.0
mon_wed,14,9,19,601,24,25.041667
mon_wed,14,9,20,561,24,23.375
mon_wed,14,9,21,488,24,20.333333
mon_wed,14,9,22,455,24,18.958333
mon_wed,14,9,23,322,24,13.416667
mon_wed,14,10,0,16,24,0.666667
mon_wed,14,10,1,19,24,0.791667
mon_wed,14,10,2,10,24,0.416667
mon_wed,14,10,3,13,24,0.541667
mon_wed,14,10,4,7,24,0.291667
mon_wed,14,10,5,14,24,0.583333
mon_wed,14,10,6,16,24,0.666667
mon_wed,14,10,7,36,24,1.5
mon_wed,14,10,8,53,24,2.208333
mon_wed,14,10,9,67,24,2.791667
mon_wed,14,10,10,67,24,2.791667
mon_wed,14,10,11,74,24,3.083333
mon_wed,14,10,12,57,24,2.375
mon_wed,14,10,13,60,24,2.5
mon_wed,14,10,14,57,24,2.375
mon_wed,14,10,15,69,24,2.875
mon_wed,14,10,16,113,24,4.708333
mon_wed,14,10,17,85,24,3.541667
mon_wed,14,10,18,58,24,2.416667
mon_wed,14,10,19,46,24,1.916667
mon_wed,14,10,20,44,24,1.833333
mon_wed,14,10,21,30,24,1.25
mon_wed,14,10,22,35,24,1.458333
mon_wed,14,10,23,38,24,1.583333
mon_wed,14,11,0,25,24,1.041667
mon_wed,14,11,1,15,24,0.625
mon_wed,14,11,2,7,24,0.291667
mon_wed,14,11,3,1,24,0.041667
mon_wed,14,11,4,0,24,0.0
mon_wed,14,11,5,16,24,0.666667
mon_wed,14,11,6,22,24,0.916667
mon_wed,14,11,7,58,24,2.416667
mon_wed,14,11,8,49,24,2.041667
mon_wed,14,11,9,46,24,1.916667
mon_wed,14,11,10,75,24,3.125
mon_wed,14,11,11,71,24,2.958333
mon_wed,14,11,12,50,24,2.083333
mon_wed,14,11,13,47,24,1.958333
mon_wed,14,11,14,52,24,2.166667
mon_wed,14,11,15,64,24,2.666667
mon_wed,14,11,16,63,24,2.625
mon_wed,14,11,17,56,24,2.333333
mon_wed,14,11,18,43,24,1.791667
mon_wed,14,11,19,59,24,2.458333
mon_wed,14,11,20,42,24,1.75
mon_wed,14,11,21,35,24,1.458333
mon_wed,14,11,22,38,24,1.583333
mon_wed,14,11,23,24,24,1.0
mon_wed,14,12,0,53,24,2.208333
mon_wed,14,12,1,23,24,0.958333
mon_wed,14,12,2,14,24,0.583333
mon_wed,14,12,3,11,24,0.458333
mon_wed,14,12,4,52,24,2.166667
mon_wed,14,12,5,56,24,2.333333
mon_wed,14,12,6,88,24,3.666667
mon_wed,14,12,7,101,24,4.208333
mon_wed,14,12,8,117,24,4.875
mon_wed,14,12,9,115,24,4.791667
mon_wed,14,12,10,102,24,4.25
mon_wed,14,12,11,123,24,5.125
mon_wed,14,12,12,118,24,4.916667
mon_wed,14,12,13,115,24,4.791667
mon_wed,14,12,14,130,24,5.416667
mon_wed,14,12,15,152,24,6.333333
mon_wed,14,12,16,192,24,8.0
mon_wed,14,12,17,185,24,7.708333
mon_wed,14,12,18,216,24,9.0
mon_wed,14,12,19,169,24,7.041667
mon_wed,14,12,20,138,24,5.75
mon_wed,14,12,21,113,24,4.708333
mon_wed,14,12,22,118,24,4.916667
mon_wed,14,12,23,55,24,2.291667
mon_wed,14,13,0,670,24,27.916667
mon_wed,14,13,1,421,24,17.541667
mon_wed,14,13,2,204,24,8.5
mon_wed,14,13,3,141,24,5.875
mon_wed,14,13,4,151,24,6.291667
mon_wed,14,13,5,187,24,7.791667
mon_wed,14,13,6,251,24,10.458333
mon_wed,14,13,7,584,24,24.333333
mon_wed,14,13,8,795,24,33.125
mon_wed,14,13,9,673,24,28.041667
mon_wed,14,13,10,663,24,27.625
mon_wed,14,13,11,602,24,25.083333
mon_wed,14,13,12,634,24,26.416667
mon_wed,14,13,13,738,24,30.75
mon_wed,14,13,14,800,24,33.333333
mon_wed,14,13,15,904,24,37.666667
mon_wed,14,13,16,1030,24,42.916667
mon_wed,14,13,17,1096,24,45.666667
mon_wed,14,13,18,1117,24,46.541667
mon_wed,14,13,19,904,24,37.666667
mon_wed,14,13,20,749,24,31.208333
mon_wed,14,13,21,608,24,25.333333
mon_wed,14,13,22,548,24,22.833333
mon_wed,14,13,23,559,24,23.291667
mon_wed,14,14,0,701,24,29.208333
mon_wed,14,14,1,401,24,16.708333
mon_wed,14,14,2,292,24,12.166667
mon_wed,14,14,3,232,24,9.666667
mon_wed,14,14,4,426,24,17.75
mon_wed,14,14,5,491,24,20.458333
mon_wed,14,14,6,715,24,29.791667
mon_wed,14,14,7,1383,24,57.625
mon_wed,14,14,8,2358,24,98.25
mon_wed,14,14,9,1781,24,74.208333
mon_wed,14,14,10,1312,24,54.666667
mon_wed,14,14,11,1173,24,48.875
mon_wed,14,14,12,1150,24,47.916667
mon_wed,14,14,13,1210,24,50.416667
mon_wed,14,14,14,1333,24,55.541667
mon_wed,14,14,15,1399,24,58.291667
mon_wed,14,14,16,1474,24,61.416667
mon_wed,14,14,17,1647,24,68.625
mon_wed,14,14,18,1705,24,71.041667
mon_wed,14,14,19,1330,24,55.416667
mon_wed,14,14,20,1003,24,41.791667
mon_wed,14,14,21,895,24,37.291667
mon_wed,14,14,22,857,24,35.708333
mon_wed,14,14,23,817,24,34.041667
mon_wed,14,15,0,36,24,1.5
mon_wed,14,15,1,23,24,0.958333
mon_wed,14,15,2,12,24,0.5
mon_wed,14,15,3,13,24,0.541667
mon_wed,14,15,4,12,24,0.5
mon_wed,14,15,5,13,24,0.541667
mon_wed,14,15,6,16,24,0.666667
mon_wed,14,15,7,35,24,1.458333
mon_wed,14,15,8,51,24,2.125
mon_wed,14,15,9,51,24,2.125
mon_wed,14,15,10,67,24,2.791667
mon_wed,14,15,11,79,24,3.291667
mon_wed,14,15,12,81,24,3.375
mon_wed,14,15,13,62,24,2.583333
mon_wed,14,15,14,63,24,2.625
mon_wed,14,15,15,77,24,3.208333
mon_wed,14,15,16,83,24,3.458333
mon_wed,14,15,17,80,24,3.333333
mon_wed,14,15,18,63,24,2.625
mon_wed,14,15,19,69,24,2.875
mon_wed,14,15,20,47,24,1.958333
mon_wed,14,15,21,64,24,2.666667
mon_wed,14,15,22,48,24,2.0
mon_wed,14,15,23,45,24,1.875
mon_wed,14,16,0,0,24,0.0
mon_wed,14,16,1,1,24,0.041667
mon_wed,14,16,2,0,24,0.0
mon_wed,14,16,3,1,24,0.041667
mon_wed,14,16,4,0,24,0.0
mon_wed,14,16,5,3,24,0.125
mon_wed,14,16,6,2,24,0.083333
mon_wed,14,16,7,0,24,0.0
mon_wed,14,16,8,1,24,0.041667
mon_wed,14,16,9,1,24,0.041667
mon_wed,14,16,10,0,24,0.0
mon_wed,14,16,11,0,24,0.0
mon_wed,14,16,12,2,24,0.083333
mon_wed,14,16,13,0,24,0.0
mon_wed,14,16,14,0,24,0.0
mon_wed,14,16,15,1,24,0.041667
mon_wed,14,16,16,4,24,0.166667
mon_wed,14,16,17,0,24,0.0
mon_wed,14,16,18,1,24,0.041667
mon_wed,14,16,19,0,24,0.0
mon_wed,14,16,20,0,24,0.0
mon_wed,14,16,21,2,24,0.083333
mon_wed,14,16,22,1,24,0.041667
mon_wed,14,16,23,1,24,0.041667
mon_wed,14,17,0,120,24,5.0
mon_wed,14,17,1,68,24,2.833333
mon_wed,14,17,2,54,24,2.25
mon_wed,14,17,3,26,24,1.083333
mon_wed,14,17,4,20,24,0.833333
mon_wed,14,17,5,30,24,1.25
mon_wed,14,17,6,74,24,3.083333
mon_wed,14,17,7,72,24,3.0
mon_wed,14,17,8,87,24,3.625
mon_wed,14,17,9,85,24,3.541667
mon_wed,14,17,10,108,24,4.5
mon_wed,14,17,11,138,24,5.75
mon_wed,14,17,12,143,24,5.958333
mon_wed,14,17,13,157,24,6.541667
mon_wed,14,17,14,156,24,6.5
mon_wed,14,17,15,199,24,8.291667
mon_wed,14,17,16,201,24,8.375
mon_wed,14,17,17,252,24,10.5
mon_wed,14,17,18,262,24,10.916667
mon_wed,14,17,19,306,24,12.75
mon_wed,14,17,20,231,24,9.625
mon_wed,14,17,21,207,24,8.625
mon_wed,14,17,22,218,24,9.083333
mon_wed,14,17,23,179,24,7.458333
mon_wed,14,18,0,9,24,0.375
mon_wed,14,18,1,8,24,0.333333
mon_wed,14,18,2,15,24,0.625
mon_wed,14,18,3,13,24,0.541667
mon_wed,14,18,4,12,24,0.5
mon_wed,14,18,5,15,24,0.625
mon_wed,14,18,6,43,24,1.791667
mon_wed,14,18,7,34,24,1.416667
mon_wed,14,18,8,20,24,0.833333
mon_wed,14,18,9,25,24,1.041667
mon_wed,14,18,10,29,24,1.208333
mon_wed,14,18,11,31,24,1.291667
mon_wed,14,18,12,28,24,1.166667
mon_wed,14,18,13,35,24,1.458333
mon_wed,14,18,14,34,24,1.416667
mon_wed,14,18,15,48,24,2.0
mon_wed,14,18,16,43,24,1.791667
mon_wed,14,18,17,75,24,3.125
mon_wed,14,18,18,91,24,3.791667
mon_wed,14,18,19,66,24,2.75
mon_wed,14,18,20,33,24,1.375
mon_wed,14,18,21,46,24,1.916667
mon_wed,14,18,22,26,24,1.083333
mon_wed,14,18,23,24,24,1.0
mon_wed,14,19,0,57,24,2.375
mon_wed,14,19,1,27,24,1.125
mon_wed,14,19,2,17,24,0.708333
mon_wed,14,19,3,12,24,0.5
mon_wed,14,19,4,5,24,0.208333
mon_wed,14,19,5,13,24,0.541667
mon_wed,14,19,6,46,24,1.916667
mon_wed,14,19,7,160,24,6.666667
mon_wed,14,19,8,146,24,6.083333
mon_wed,14,19,9,100,24,4.166667
mon_wed,14,19,10,79,24,3.291667
mon_wed,14,19,11,80,24,3.333333
mon_wed,14,19,12,65,24,2.708333
mon_wed,14,19,13,69,24,2.875
mon_wed,14,19,14,99,24,4.125
mon_wed,14,19,15,86,24,3.583333
mon_wed,14,19,16,117,24,4.875
mon_wed,14,19,17,130,24,5.416667
mon_wed,14,19,18,114,24,4.75
mon_wed,14,19,19,134,24,5.583333
mon_wed,14,19,20,93,24,3.875
mon_wed,14,19,21,90,24,3.75
mon_wed,14,19,22,81,24,3.375
mon_wed,14,19,23,48,24,2.0
mon_wed,15,0,0,25,24,1.041667
mon_wed,15,0,1,13,24,0.541667
mon_wed,15,0,2,15,24,0.625
mon_wed,15,0,3,10,24,0.416667
mon_wed,15,0,4,13,24,0.541667
mon_wed,15,0,5,11,24,0.458333
mon_wed,15,0,6,18,24,0.75
mon_wed,15,0,7,31,24,1.291667
mon_wed,15,0,8,59,24,2.458333
mon_wed,15,0,9,34,24,1.416667
mon_wed,15,0,10,18,24,0.75
mon_wed,15,0,11,22,24,0.916667
mon_wed,15,0,12,32,24,1.333333
mon_wed,15,0,13,46,24,1.916667
mon_wed,15,0,14,25,24,1.041667
mon_wed,15,0,15,27,24,1.125
mon_wed,15,0,16,44,24,1.833333
mon_wed,15,0,17,55,24,2.291667
mon_wed,15,0,18,54,24,2.25
mon_wed,15,0,19,46,24,1.916667
mon_wed,15,0,20,55,24,2.291667
mon_wed,15,0,21,60,24,2.5
mon_wed,15,0,22,57,24,2.375
mon_wed,15,0,23,51,24,2.125
mon_wed,15,1,0,20,24,0.833333
mon_wed,15,1,1,8,24,0.333333
mon_wed,15,1,2,6,24,0.25
mon_wed,15,1,3,6,24,0.25
mon_wed,15,1,4,9,24,0.375
mon_wed,15,1,5,5,24,0.208333
mon_wed,15,1,6,12,24,0.5
mon_wed,15,1,7,14,24,0.583333
mon_wed,15,1,8,20,24,0.833333
mon_wed,15,1,9,16,24,0.666667
mon_wed,15,1,10,27,24,1.125
mon_wed,15,1,11,11,24,0.458333
mon_wed,15,1,12,21,24,0.875
mon_wed,15,1,13,25,24,1.041667
mon_wed,15,1,14,17,24,0.708333
mon_wed,15,1,15,22,24,0.916667
mon_wed,15,1,16,23,24,0.958333
mon_wed,15,1,17,12,24,0.5
mon_wed,15,1,18,29,24,1.208333
mon_wed,15,1,19,21,24,0.875
mon_wed,15,1,20,37,24,1.541667
mon_wed,15,1,21,60,24,2.5
mon_wed,15,1,22,37,24,1.541667
mon_wed,15,1,23,37,24,1.541667
mon_wed,15,2,0,58,24,2.416667
mon_wed,15,2,1,42,24,1.75
mon_wed,15,2,2,19,24,0.791667
mon_wed,15,2,3,24,24,1.0
mon_wed,15,2,4,11,24,0.458333
mon_wed,15,2,5,19,24,0.791667
mon_wed,15,2,6,88,24,3.666667
mon_wed,15,2,7,86,24,3.583333
mon_wed,15,2,8,121,24,5.041667
mon_wed,15,2,9,54,24,2.25
mon_wed,15,2,10,70,24,2.916667
mon_wed,15,2,11,70,24,2.916667
mon_wed,15,2,12,84,24,3.5
mon_wed,15,2,13,62,24,2.583333
mon_wed,15,2,14,66,24,2.75
mon_wed,15,2,15,80,24,3.333333
mon_wed,15,2,16,85,24,3.541667
mon_wed,15,2,17,73,24,3.041667
mon_wed,15,2,18,96,24,4.0
mon_wed,15,2,19,76,24,3.166667
mon_wed,15,2,20,93,24,3.875
mon_wed,15,2,21,98,24,4.083333
mon_wed,15,2,22,109,24,4.541667
mon_wed,15,2,23,90,24,3.75
mon_wed,15,3,0,40,24,1.666667
mon_wed,15,3,1,26,24,1.083333
mon_wed,15,3,2,27,24,1.125
mon_wed,15,3,3,1,24,0.041667
mon_wed,15,3,4,30,24,1.25
mon_wed,15,3,5,11,24,0.458333
mon_wed,15,3,6,33,24,1.375
mon_wed,15,3,7,51,24,2.125
mon_wed,15,3,8,69,24,2.875
mon_wed,15,3,9,32,24,1.333333
mon_wed,15,3,10,48,24,2.0
mon_wed,15,3,11,37,24,1.541667
mon_wed,15,3,12,40,24,1.666667
mon_wed,15,3,13,45,24,1.875
mon_wed,15,3,14,42,24,1.75
mon_wed,15,3,15,48,24,2.0
mon_wed,15,3,16,46,24,1.916667
mon_wed,15,3,17,36,24,1.5
mon_wed,15,3,18,33,24,1.375
mon_wed,15,3,19,32,24,1.333333
mon_wed,15,3,20,47,24,1.958333
mon_wed,15,3,21,51,24,2.125
mon_wed,15,3,22,59,24,2.458333
mon_wed,15,3,23,53,24,2.208333
mon_wed,15,4,0,114,24,4.75
mon_wed,15,4,1,52,24,2.166667
mon_wed,15,4,2,51,24,2.125
mon_wed,15,4,3,45,24,1.875
mon_wed,15,4,4,37,24,1.541667
mon_wed,15,4,5,33,24,1.375
mon_wed,15,4,6,128,24,5.333333
mon_wed,15,4,7,470,24,19.583333
mon_wed,15,4,8,680,24,28.333333
mon_wed,15,4,9,571,24,23.791667
mon_wed,15,4,10,456,24,19.0
mon_wed,15,4,11,419,24,17.458333
mon_wed,15,4,12,345,24,14.375
mon_wed,15,4,13,338,24,14.083333
mon_wed,15,4,14,365,24,15.208333
mon_wed,15,4,15,374,24,15.583333
mon_wed,15,4,16,415,24,17.291667
mon_wed,15,4,17,411,24,17.125
mon_wed,15,4,18,392,24,16.333333
mon_wed,15,4,19,344,24,14.333333
mon_wed,15,4,20,298,24,12.416667
mon_wed,15,4,21,254,24,10.583333
mon_wed,15,4,22,236,24,9.833333
mon_wed,15,4,23,154,24,6.416667
mon_wed,15,5,0,6,24,0.25
mon_wed,15,5,1,4,24,0.166667
mon_wed,15,5,2,5,24,0.208333
mon_wed,15,5,3,0,24,0.0
mon_wed,15,5,4,4,24,0.166667
mon_wed,15,5,5,11,24,0.458333
mon_wed,15,5,6,53,24,2.208333
mon_wed,15,5,7,65,24,2.708333
mon_wed,15,5,8,54,24,2.25
mon_wed,15,5,9,55,24,2.291667
mon_wed,15,5,10,39,24,1.625
mon_wed,15,5,11,26,24,1.083333
mon_wed,15,5,12,40,24,1.666667
mon_wed,15,5,13,39,24,1.625
mon_wed,15,5,14,29,24,1.208333
mon_wed,15,5,15,32,24,1.333333
mon_wed,15,5,16,30,24,1.25
mon_wed,15,5,17,27,24,1.125
mon_wed,15,5,18,19,24,0.791667
mon_wed,15,5,19,28,24,1.166667
mon_wed,15,5,20,21,24,0.875
mon_wed,15,5,21,37,24,1.541667
mon_wed,15,5,22,21,24,0.875
mon_wed,15,5,23,12,24,0.5
mon_wed,15,6,0,15,24,0.625
mon_wed,15,6,1,10,24,0.416667
mon_wed,15,6,2,13,24,0.541667
mon_wed,15,6,3,16,24,0.666667
mon_wed,15,6,4,10,24,0.416667
mon_wed,15,6,5,15,24,0.625
mon_wed,15,6,6,57,24,2.375
mon_wed,15,6,7,56,24,2.333333
mon_wed,15,6,8,42,24,1.75
mon_wed,15,6,9,44,24,1.833333
mon_wed,15,6,10,61,24,2.541667
mon_wed,15,6,11,29,24,1.208333
mon_wed,15,6,12,25,24,1.041667
mon_wed,15,6,13,27,24,1.125
mon_wed,15,6,14,37,24,1.541667
mon_wed,15,6,15,37,24,1.541667
mon_wed,15,6,16,33,24,1.375
mon_wed,15,6,17,44,24,1.833333
mon_wed,15,6,18,47,24,1.958333
mon_wed,15,6,19,27,24,1.125
mon_wed,15,6,20,19,24,0.791667
mon_wed,15,6,21,23,24,0.958333
mon_wed,15,6,22,17,24,0.708333
mon_wed,15,6,23,42,24,1.75
mon_wed,15,7,0,150,24,6.25
mon_wed,15,7,1,94,24,3.916667
mon_wed,15,7,2,60,24,2.5
mon_wed,15,7,3,52,24,2.166667
mon_wed,15,7,4,77,24,3.208333
mon_wed,15,7,5,81,24,3.375
mon_wed,15,7,6,189,24,7.875
mon_wed,15,7,7,555,24,23.125
mon_wed,15,7,8,569,24,23.708333
mon_wed,15,7,9,469,24,19.541667
mon_wed,15,7,10,387,24,16.125
mon_wed,15,7,11,400,24,16.666667
mon_wed,15,7,12,440,24,18.333333
mon_wed,15,7,13,454,24,18.916667
mon_wed,15,7,14,514,24,21.416667
mon_wed,15,7,15,454,24,18.916667
mon_wed,15,7,16,475,24,19.791667
mon_wed,15,7,17,468,24,19.5
mon_wed,15,7,18,341,24,14.208333
mon_wed,15,7,19,385,24,16.041667
mon_wed,15,7,20,335,24,13.958333
mon_wed,15,7,21,320,24,13.333333
mon_wed,15,7,22,299,24,12.458333
mon_wed,15,7,23,229,24,9.541667
mon_wed,15,8,0,2,24,0.083333
mon_wed,15,8,1,4,24,0.166667
mon_wed,15,8,2,1,24,0.041667
mon_wed,15,8,3,2,24,0.083333
mon_wed,15,8,4,2,24,0.083333
mon_wed,15,8,5,2,24,0.083333
mon_wed,15,8,6,11,24,0.458333
mon_wed,15,8,7,6,24,0.25
mon_wed,15,8,8,6,24,0.25
mon_wed,15,8,9,4,24,0.166667
mon_wed,15,8,10,10,24,0.416667
mon_wed,15,8,11,9,24,0.375
mon_wed,15,8,12,5,24,0.208333
mon_wed,15,8,13,6,24,0.25
mon_wed,15,8,14,15,24,0.625
mon_wed,15,8,15,9,24,0.375
mon_wed,15,8,16,7,24,0.291667
mon_wed,15,8,17,6,24,0.25
mon_wed,15,8,18,9,24,0.375
mon_wed,15,8,19,5,24,0.208333
mon_wed,15,8,20,10,24,0.416667
mon_wed,15,8,21,16,24,0.666667
mon_wed,15,8,22,18,24,0.75
mon_wed,15,8,23,9,24,0.375
mon_wed,15,9,0,52,24,2.166667
mon_wed,15,9,1,41,24,1.708333
mon_wed,15,9,2,29,24,1.208333
mon_wed,15,9,3,15,24,0.625
mon_wed,15,9,4,15,24,0.625
mon_wed,15,9,5,26,24,1.083333
mon_wed,15,9,6,131,24,5.458333
mon_wed,15,9,7,141,24,5.875
mon_wed,15,9,8,207,24,8.625
mon_wed,15,9,9,146,24,6.083333
mon_wed,15,9,10,161,24,6.708333
mon_wed,15,9,11,126,24,5.25
mon_wed,15,9,12,132,24,5.5
mon_wed,15,9,13,136,24,5.666667
mon_wed,15,9,14,168,24,7.0
mon_wed,15,9,15,171,24,7.125
mon_wed,15,9,16,132,24,5.5
mon_wed,15,9,17,130,24,5.416667
mon_wed,15,9,18,90,24,3.75
mon_wed,15,9,19,96,24,4.0
mon_wed,15,9,20,58,24,2.416667
mon_wed,15,9,21,87,24,3.625
mon_wed,15,9,22,100,24,4.166667
mon_wed,15,9,23,69,24,2.875
mon_wed,15,10,0,163,24,6.791667
mon_wed,15,10,1,100,24,4.166667
mon_wed,15,10,2,70,24,2.916667
mon_wed,15,10,3,60,24,2.5
mon_wed,15,10,4,53,24,2.208333
mon_wed,15,10,5,134,24,5.583333
mon_wed,15,10,6,366,24,15.25
mon_wed,15,10,7,735,24,30.625
mon_wed,15,10,8,1314,24,54.75
mon_wed,15,10,9,962,24,40.083333
mon_wed,15,10,10,724,24,30.166667
mon_wed,15,10,11,681,24,28.375
mon_wed,15,10,12,623,24,25.958333
mon_wed,15,10,13,635,24,26.458333
mon_wed,15,10,14,675,24,28.125
mon_wed,15,10,15,751,24,31.291667
mon_wed,15,10,16,844,24,35.166667
mon_wed,15,10,17,747,24,31.125
mon_wed,15,10,18,669,24,27.875
mon_wed,15,10,19,574,24,23.916667
mon_wed,15,10,20,453,24,18.875
mon_wed,15,10,21,431,24,17.958333
mon_wed,15,10,22,341,24,14.208333
